Transaction ID,Transaction Date,Customer_ID,Customer Country,Customer City,CATEGORY,Product Name,SKU_ID,Quantity,Unit Price USD,Discount PCT,Net Amount USD,Tax Amount USD,Total Amount USD,Payment_Method,Sales Channel,Warehouse_ID,Carrier,Shipping Days,Is_Return,Return Reason,Customer Rating,Agent_ID,Promo Code,Loyalty Points Earned
TXN-22123788,2023-10-03 04:48:22,CUST-882333,US,New York,Home & Kitchen,Coffee Maker,SKU-HOM-1678,2,492.55,5,935.85,74.87,1010.72,Debit Card,In-Store,WH-US-NJ,Royal Mail,9.0,0,,3.7,AGT-963,,706.0
TXN-44801136,2022-05-02 18:18:12,CUST-748069,AU,Adelaide,Home & Kitchen,Cookware Set,SKU-HOM-5107,2,236.54,20,378.46,,416.31,Buy Now Pay Later,Mobile App,WH-US-CA,BlueDart,12.0,0,,4.2,,PROMOSUMMER,421.0
TXN-74043561,2023-09-14 00:03:02,CUST-991346,JP,Sapporo,Home & Kitchen,Blender,SKU-HOM-8064,1,840.91,0,840.91,84.09,925.0,Bank Transfer,Mobile App,WH-DE-FRA,Canada Post,7.0,0,,3.9,AGT-435,,1332.0
TXN-50439069,2023-09-23 19:23:26,CUST-108523,CA,Calgary,Home & Kitchen,Iron,SKU-HOM-6008,2,908.82,0,1817.64,236.29,2053.93,Credit Card,Online,WH-JP-OSA,USPS,,0,,1.4,,,3807.0
TXN-12708250,2022-04-20 11:47:02,CUST-638533,ZA,Cape Town,Electronics,Webcam,SKU-ELE-9702,1,1087.63,0,1087.63,163.14,1250.77,Google Pay,In-Store,WH-IN-BLR,,12.0,0,,1.3,AGT-421,,2426.0
TXN-53891046,17-01-2023,CUST-655043,US,Dallas,Apparel,Sneakers,SKU-APP-4638,3,425.68,0,1277.04,102.16,1379.2,Debit Card,Online,WH-US-NJ,TNT,10.0,0,,,,PROMOFLASH,
TXN-38092048,2022-05-29 13:11:54,CUST-632786,CA,Montreal,Home & Kitchen,Toaster,SKU-HOM-5063,3,552.79,0,1658.37,215.59,1873.96,COD,Marketplace,WH-CA-YYZ,BlueDart,3.0,0,,,AGT-164,,3478.0
TXN-68022012,2022-01-24 07:01:54,CUST-131285,US,Chicago,Sports,Gym Bag,SKU-SPO-2571,1,680.7,0,680.7,54.46,735.16,PAYPAL,MOBILE APP,WH-US-CA,FedEx,2.0,0,,4.6,AGT-155,,1000.0
TXN-77932197,2023-08-25 23:38:02,CUST-226246,US,Phoenix,Beauty,Perfume,SKU-BEA-1711,2,788.84,0,1577.68,126.21,1703.89,Debit Card,In-Store,WH-CA-YYZ,UPS,8.0,0,,1.8,,,1339.0
TXN-53891046,2024-04-29 11:03:00,CUST-497751,GB,Manchester,Apparel,Jeans,SKU-APP-5006,2,743.55,5,1412.74,282.55,1695.29,Debit Card,In-Store,WH-US-NJ,,5.0,0,,,AGT-265,,2383.0
TXN-83988932,2022-12-20 05:54:23,CUST-344546,US,Dallas,Apparel,Formal Shirt,SKU-APP-9234,1,672.96,0,672.96,53.84,726.8,Bank Transfer,Online,WH-DE-FRA,Canada Post,1.0,0,,,AGT-221,,1042.0
TXN-35064023,2022-01-21 10:15:04,CUST-295663,BR,Brasília,Sports,Protein Shaker,SKU-SPO-6821,4,947.43,0,3789.72,454.77,4244.49,Credit Card,Wholesale,WH-GB-LHR,USPS,1.0,1,,2.5,AGT-139,PROMOSAVE,4355.0
TXN-72059105,2022-02-15 20:59:21,CUST-814474,CA,Vancouver,Home & Kitchen,Knife Set,SKU-HOM-1187,1,225.45,0,225.45,29.31,254.76,Google Pay,In-Store,WH-DE-FRA,UPS,,0,,1.7,,PROMO10,427.0
TXN-45644766,2023-12-02 20:50:23,CUST-221368,JP,Sapporo,Home & Kitchen,Toaster,SKU-HOM-1149,1,326.37,10,293.73,29.37,323.1,Google Pay,Online,WH-AU-SYD,USPS,10.0,0,,2.4,AGT-101,,
TXN-74043561,2023-05-03 15:30:51,CUST-899929,GB,Manchester,Sports,Gym Bag,SKU-SPO-5465,3,1084.34,0,3253.02,650.6,3903.62,Credit Card,Mobile App,WH-JP-OSA,USPS,14.0,0,,3.3,,,2214.0
TXN-12610377,2022-09-08 16:37:32,CUST-256647,US,Los Angeles,Electronics,Tablet,SKU-ELE-6008,4,45.4,0,181.6,14.53,196.13,PayPal,In-Store,WH-US-CA,Australia Post,8.0,0,,,,,213.0
TXN-84747998,2023-12-22 21:58:35,CUST-631706,US,New York,Home & Kitchen,Air Fryer,SKU-HOM-7983,1,125.99,0,125.99,10.08,136.07,Credit Card,Online,WH-GB-LHR,BlueDart,1.0,0,,,AGT-880,,
TXN-95074054,12-03-2023,CUST-843781,CA,,Sports,Running Shoes,SKU-SPO-6383,3,151.56,0,454.68,59.11,513.79,BANK TRANSFER,Mobile App,WH-GB-LHR,BlueDart,10.0,0,,2.3,,,1019.0
TXN-32449545,2024-01-21 10:58:59,CUST-482830,IN,Chennai,Apparel,Hoodie,SKU-APP-2167,1,331.91,25,248.93,44.81,293.74,Credit Card,Online,WH-US-NJ,UPS,11.0,0,,4.3,,,498.0
TXN-12708250,2023-07-20 04:25:47,CUST-491645,IN,Hyderabad,Sports,Protein Shaker,SKU-SPO-6467,1,816.65,0,816.65,147.0,963.65,Credit Card,In-Store,WH-US-TX,,13.0,0,,2.5,,,558.0
TXN-53891046,12-09-2022,CUST-928121,GB,London,Home & Kitchen,Vacuum Cleaner,SKU-HOM-9175,5,343.69,0,1718.45,343.69,2062.14,Apple Pay,In-Store,WH-AU-SYD,Royal Mail,,0,,4.5,,,2447.0
TXN-36310201,2022-04-11 05:56:53,CUST-625451,GB,London,Apparel,Socks,SKU-APP-3106,1,783.03,0,783.03,156.61,939.64,Credit Card,Online,WH-DE-FRA,BlueDart,11.0,1,,,AGT-619,,524.0
TXN-74147606,2022-06-24 14:26:34,CUST-743365,CA,Ottawa,Electronics,Mouse,SKU-ELE-5953,1,71.29,5,67.73,8.8,76.53,Apple Pay,Mobile App,WH-US-NJ,Canada Post,10.0,0,,4.7,,,104.0
TXN-35064023,2022-11-05 22:40:53,CUST-596868,US,Los Angeles,Sports,Foam Roller,SKU-SPO-5295,3,568.83,0,1706.49,136.52,1843.01,Gift Card,Online,WH-JP-OSA,Japan Post,10.0,0,,2.7,AGT-451,,2938.0
TXN-40553323,2023-01-18 09:45:59,CUST-201009,US,Phoenix,SPORTS,Foam Roller,SKU-SPO-2645,1,351.63,0,351.63,28.13,379.76,PayPal,In-Store,WH-US-NJ,FedEx,2.0,0,,2.8,AGT-457,,574.0
TXN-12708250,2022-05-31 11:08:25,CUST-849731,JP,Osaka,Home & Kitchen,Cookware Set,SKU-HOM-3470,4,240.65,0,962.6,96.26,1058.86,Apple Pay,Marketplace,WH-CA-YYZ,Australia Post,10.0,0,,2.2,AGT-586,,1461.0
TXN-68552633,2023-07-10 02:54:30,CUST-651310,US,New York,Home & Kitchen,Air Fryer,SKU-HOM-4822,2,928.47,0,1856.94,148.56,2005.5,Credit Card,Online,WH-US-NJ,UPS,,0,,4.8,AGT-139,,2746.0
TXN-38032297,2022-01-09 21:30:28,CUST-937799,ZA,Johannesburg,Electronics,Keyboard,SKU-ELE-3843,1,634.82,0,634.82,95.22,730.04,Credit Card,Online,WH-US-CA,Australia Post,11.0,0,,3.9,,,1364.0
TXN-53891046,2023-10-29 18:33:09,CUST-609831,SG,Singapore,Electronics,Webcam,SKU-ELE-6016,3,140.22,30,294.46,26.5,320.96,Apple Pay,In-Store,WH-CA-YYZ,TNT,1.0,0,,,AGT-274,,173.0
TXN-77075909,2023-08-17 09:52:01,CUST-107178,US,Phoenix,Beauty,Lipstick,SKU-BEA-5664,2,1128.79,0,2257.58,180.61,2438.19,Debit Card,Online,WH-SG-SIN,USPS,14.0,0,,4.5,AGT-240,,
TXN-59908384,2024-03-28 01:27:50,CUST-281344,ZA,Durban,Electronics,SSD Drive,SKU-ELE-6563,3,197.58,0,592.74,88.91,681.65,Credit Card,In-Store,WH-US-TX,TNT,12.0,0,,1.5,AGT-192,PROMOSAVE,1090.0
TXN-31342181,2023-04-12 16:37:00,CUST-966345,FR,Toulouse,Sports,Dumbbells,SKU-SPO-9009,2,424.45,0,848.9,169.78,1018.68,Debit Card,In-Store,WH-CA-YYZ,TNT,8.0,0,,3.3,AGT-143,,812.0
TXN-97180189,2022-05-24 13:16:14,CUST-624543,GB,Birmingham,Sports,Resistance Bands,SKU-SPO-2760,2,556.87,0,1113.74,222.75,1336.49,PayPal,Wholesale,WH-US-CA,UPS,3.0,0,,1.1,,,1550.0
TXN-56195368,2024-01-19 23:39:42,CUST-854410,AU,Brisbane,Home & Kitchen,Vacuum Cleaner,SKU-HOM-6082,2,390.5,0,781.0,78.1,859.1,Credit Card,In-Store,WH-IN-BLR,,5.0,0,,,,,728.0
TXN-37124838,2023-04-15 05:54:28,CUST-363781,US,Los Angeles,Apparel,Sports Shorts,SKU-APP-8002,4,1065.01,0,4260.04,340.8,4600.84,Google Pay,Marketplace,WH-JP-OSA,Japan Post,,1,Wrong Item,,AGT-648,,2388.0
TXN-71825880,06/02/2022 13:13,CUST-848714,SG,Singapore,Apparel,Formal Shirt,SKU-APP-7433,2,783.62,0,1567.24,141.05,1708.29,Bank Transfer,In-Store,WH-CA-YYZ,FedEx,9.0,0,,1.4,,,3140.0
TXN-63125667,2023-11-15 21:38:05,CUST-797713,IN,Pune,Home & Kitchen,Blender,SKU-HOM-1600,2,839.4,0,1678.8,302.18,1980.98,Debit Card,In-Store,WH-US-CA,FedEx,3.0,0,,,AGT-235,PROMOSUMMER,3574.0
TXN-19724095,2023-09-20 02:20:48,CUST-991346,ZA,Pretoria,Beauty,Foundation,SKU-BEA-4477,2,492.63,0,985.26,147.79,1133.05,Buy Now Pay Later,Online,WH-US-TX,UPS,4.0,0,,2.4,,,1428.0
TXN-73911590,2022-05-08 21:46:16,CUST-551140,DE,Munich,Sports,Foam Roller,SKU-SPO-4532,6,605.92,10,3271.97,621.67,3893.64,Credit Card,Online,WH-JP-OSA,FedEx,13.0,0,,4.4,,,4695.0
TXN-50439069,2022-11-19 10:27:57,CUST-108102,CA,Montreal,Home & Kitchen,Knife Set,SKU-HOM-2600,5,809.94,5,3847.22,500.14,4347.36,Debit Card,Online,WH-IN-BLR,Canada Post,2.0,0,,,AGT-963,,7607.0
TXN-29924340,2024-02-11 07:58:38,CUST-311626,US,Los Angeles,Beauty,Nail Polish,SKU-BEA-6308,4,356.22,0,1424.88,113.99,1538.87,Google Pay,Online,WH-AU-SYD,Japan Post,,0,,4.4,,PROMOSUMMER,
TXN-87914455,2022-01-25 03:49:19,CUST-211780,FR,Paris,APPAREL,Jeans,SKU-APP-1589,1,296.1,0,296.1,59.22,355.32,Debit Card,Mobile App,WH-US-TX,FedEx,12.0,1,Not As Described,1.2,AGT-316,,653.0
TXN-77075909,2022-01-01 10:10:04,CUST-720176,US,Los Angeles,Electronics,SSD Drive,SKU-ELE-3612,1,388.7,0,388.7,31.1,419.8,Google Pay,In-Store,WH-IN-BLR,BlueDart,2.0,0,,2.8,AGT-561,,215.0
TXN-35064023,2023-02-04 18:02:32,CUST-467073,US,New York,Beauty,Mascara,SKU-BEA-1586,1,648.66,5,616.23,49.3,665.53,Credit Card,Online,WH-DE-FRA,TNT,12.0,0,,2.1,AGT-373,,361.0
TXN-80019323,March 21 2023,CUST-662635,DE,,Beauty,Hair Dryer,SKU-BEA-9224,4,439.23,0,1756.92,333.81,2090.73,Buy Now Pay Later,Mobile App,WH-CA-YYZ,UPS,1.0,0,,4.4,,,
TXN-25068791,2024-04-30 02:14:46,CUST-694329,DE,Berlin,Apparel,Jacket,SKU-APP-4449,1,1157.32,0,1157.32,219.89,1377.21,Debit Card,Online,WH-SG-SIN,BlueDart,10.0,0,,3.9,AGT-632,PROMOSUMMER,2094.0
TXN-28767782,2022-11-16 20:27:25,CUST-949222,CA,Montreal,Beauty,Face Serum,SKU-BEA-2167,3,206.28,0,618.84,80.45,699.29,Credit Card,Online,WH-SG-SIN,DHL,4.0,0,,,AGT-217,,981.0
TXN-56736086,2024-01-11 23:53:19,CUST-572847,US,New York,Electronics,Earbuds,SKU-ELE-8246,3,604.58,0,1813.74,145.1,1958.84,Apple Pay,In-Store,WH-AU-SYD,USPS,13.0,1,,3.4,,PROMO10,3758.0
TXN-58766947,2022-08-27 06:56:15,CUST-955957,SG,Singapore,Electronics,Smartphone,SKU-ELE-3591,3,746.27,0,2238.81,201.49,2440.3,Apple Pay,Online,WH-US-TX,Australia Post,1.0,0,,,AGT-145,,
